"","NAME","PROGRAM.IDENTIFIER","INSPECTION.DATE","DESCRIPTION","ADDRESS","CITY","ZIP.CODE","PHONE","LONGITUDE","LATITUDE","INSPECTION.BUSINESS.NAME","INSPECTION.TYPE","INSPECTION.SCORE","INSPECTION.RESULT","INSPECTION.CLOSED.BUSINESS","VIOLATION.TYPE","VIOLATION.DESCRIPTION","VIOLATION.POINTS","BUSINESS_ID","INSPECTION_SERIAL_NUM","VIOLATION_RECORD_ID","GRADE"
"170255","RED ONION TAVERN","RED ONION TAVERN","07/20/2022","Seating 51-150 - Risk Category III","4210 E MADISON ST ","Seattle","98112","(206) 323-1611",-122.2779316658,47.6360402208,"RED ONION TAVERN","Routine Inspection/Field Review",38,"Unsatisfactory","false","BLUE","4200 - Food-contact surfaces maintained, clean, sanitized",5,"PR0003601","DAOE60Z3Z","IV0DAQWNE",3
"170318","RED PEPPER","RED PEPPER","03/03/2022","Seating 13-50 - Risk Category III","4545 UNIVERSITY WAY NE ","SEATTLE","98105","(206) 291-2709",-122.3134396371,47.6626281644,"RED PEPPER","Routine Inspection/Field Review",15,"Unsatisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0020254","DA09RZNTE","IV0BUZ6ND",1
"170802","RED ROBIN AMERICAS GOURMET BURGERS","RED ROBIN AMERICAS GOURMET BURGERS","11/07/2022","Seating > 250 - Risk Category III","401 NE NORTHGATE WAY #430","SEATTLE","98125","(206) 365-0933",-122.3254605917,47.7063858113,"RED ROBIN AMERICAS GOURMET BURGERS","Routine Inspection/Field Review",15,"Unsatisfactory","false","BLUE","4100 - Warewashing facilities properly installed, maintained, used;",5,"PR0053207","DAMTF5VXP","IVXOAHVMW",1
"170922","RED SEA SERVICE STATION, INC.","RED SEA SERVICE STATION, INC.","03/30/2022","Seating 0-12 - Risk Category III","3201 20TH AVE W ","Seattle","98199","",-122.382429527,47.6488000813,"RED SEA SERVICE STATION, INC.","Routine Inspection/Field Review",5,"Satisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0012792","DAVGWNRUL","IVJYOSQ91",1
"170964","RED STAR TACO BAR","RED STAR TACO BAR","05/16/2022","Seating 13-50 - Risk Category III","513 N 36TH ST #E","SEATTLE","98103","(206) 422-4248",-122.3516869132,47.6513419465,"RED STAR TACO BAR","Routine Inspection/Field Review",20,"Unsatisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0047851","DALU7CT32","IVLLL2U7K",2
"171291","REDWING CAFE","REDWING CAFE","11/16/2022","Seating 51-150 - Risk Category III","9272 57TH AVE S","SEATTLE","98118","(206) 372-4979",-122.26137056,47.5195517,"REDWING CAFE","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0084390","DAEARSGUZ","",1
"171372","REGAL THORNTON PLACE STADIUM 14","REGAL THORNTON PLACE LEVEL 2","03/09/2022","Seating 0-12 - Risk Category III","316 NE THORNTON PL","SEATTLE","98125","(865) 925-9816",-122.3246676602,47.7022959718,"REGAL THORNTON PLACE STADIUM 14","Routine Inspection/Field Review",5,"Satisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0078068","DACGSVZDY","IVDONVBJS",1
"171443","REGENT BAKERY & CAFE","REGENT BAKERY & CAFE","10/29/2022","Seating 51-150 - Risk Category III","1404 E PINE ST","SEATTLE","98122","(206) 992-8868",-122.31377319,47.61542983,"REGENT BAKERY & CAFE","Routine Inspection/Field Review",20,"Unsatisfactory","false","BLUE","3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,"PR0081658","DAEMSTYH0","IVGDVZRWK",2
"171648","RELIANCE MINI MART","RELIANCE MINI MART","09/20/2022","Grocery Store-no seating - Risk Category I","14620 PACIFIC HWY S ","Seattle","98168","(206) 242-5144",-122.2851211411,47.4721340756,"RELIANCE MINI MART","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0049838","DAG86YIM0","",NA
"171774","RENDEZVOUS RESTAURANT","RENDEZVOUS RESTAURANT","07/12/2022","Seating 51-150 - Risk Category III","2320 2ND AVE ","Seattle","98121","(206) 441-5823",-122.3459655704,47.6146481328,"RENDEZVOUS RESTAURANT","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0003605","DAGEO1PLB","",1
"172215","REPUBLIC RESTAURANT / GRAIN RESTAURANT","REPUBLIC RESTAURANT / GRAIN RESTAURANT","09/13/2022","Seating 51-150 - Risk Category III","429 WESTLAKE AVE N","SEATTLE","98109","(206) 498-6862",-122.33876262,47.62289297,"REPUBLIC RESTAURANT / GRAIN RESTAURANT","Routine Inspection/Field Review",10,"Unsatisfactory","false","RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0080445","DAIBMKJIF","IVFC1RISS",2
"172254","RESERVOIR BAR & GRILL","RESERVOIR BAR & GRILL","05/23/2022","Seating 13-50 - Risk Category III","8509 ROOSEVELT WAY NE ","Seattle","98115","(206) 526-9737",-122.3178427898,47.6906333694,"RESERVOIR BAR & GRILL","Routine Inspection/Field Review",5,"Unsatisfactory","false","RED","0200 - Food Worker Cards current for all food workers; new food workers trained",5,"PR0001821","DAIAWWTQU","IVOB7CKTS",2
"172387","RESIDENCE INN SEATTLE/U-DISTRICT","RESIDENCE INN SEATTLE/U-DISTRICT","05/04/2022","Seating 13-50 - Risk Category III","4501 12TH AVE NE","SEATTLE","98105","(206) 322-8887",-122.31573872,47.66167077,"RESIDENCE INN SEATTLE/U-DISTRICT","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0085489","DAWMPDWPC","",1
"172396","RESIDENCE INN TUKWILA SOUTH","RESIDENCE INN TUKWILA SOUTH","","Seating 13-50 - Risk Category III","16201 W VALLEY HWY ","SEATTLE","98188","(425) 226-5500",-122.245612044,47.4579994887,"","",NA,"","","","",0,"PR0011080","","",2
"172397","RESISTENCIA COFFEE","RESISTENCIA COFFEE","07/26/2022","Seating 13-50 - Risk Category II","1249 S CLOVERDALE ST","SEATTLE","98108","(206) 399-0940",-122.31542,47.52634,"RESISTENCIA COFFEE","Consultation/Education - Field",0,"Complete","false","","",0,"PR0087605","DAILRTSIZ","",1
"172459","RETREAT","RETREAT","08/30/2022","Seating 13-50 - Risk Category III","6900 E GREENLAKE WAY N UNIT A","SEATTLE","98115","(971) 251-0920",-122.326381459,47.6784356996,"RETREAT","Routine Inspection/Field Review",12,"Unsatisfactory","false","BLUE","4800 - Physical facilities properly installed,...",2,"PR0081893","DAFFG0ZKS","IVJXUTPFK",2
"172464","RETRO COFFEE","RETRO COFFEE","10/11/2022","Seating 13-50 - Risk Category II","920 5TH AVE STE 150","SEATTLE","98104","(206) 947-0927",-122.33129,47.60631,"RETRO COFFEE","Consultation/Education - Field",0,"Complete","false","","",0,"PR0088087","DAOBBJGLE","",1
"172471","REUBEN'S BREWS","REUBEN'S BREWS","10/17/2022","Seating 13-50 - Risk Category I","800 NW 46TH ST","SEATTLE","98107","(206) 784-2859",-122.36663,47.66241,"REUBEN'S BREWS","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0088108","DAGLAJ0O0","",1
"172475","REUBEN'S BREWS LLC","KC#960","11/12/2022","Mobile Food Unit - Risk Category III","5010 14TH AVE NW","SEATTLE","98107","(205) 395-4392",-122.3731451,47.66544722,"REUBEN'S BREWS LLC","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0090614","DAFNPSSVI","",NA
"172510","REVOLUTIONS COFFEE","REVOLUTIONS COFFEE","10/26/2022","Seating 13-50 - Risk Category III","7208 E GREENLAKE DR N ","Seattle","98115","(206) 523-9090",-122.3256195294,47.6803936995,"REVOLUTIONS COFFEE","Routine Inspection/Field Review",13,"Satisfactory","false","BLUE","4000 - Food and non-food surfaces properly used and constructed; cleanable",5,"PR0011868","DAHUHKYUL","IVXCHFHNH",2
"172539","REVOLVER BAR LLC","REVOLVER BAR LLC","03/04/2021","Seating 13-50 - Risk Category I","1514 E OLIVE WAY ","Seattle","98122","",-122.326129465,47.6181542208,"REVOLVER BAR LLC","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0025984","DA2XKECHD","",1
"172562","REY AMARGO CHOCOLATE SHOP","REY AMARGO CHOCOLATE SHOP","05/18/2022","Seating 13-50 - Risk Category II","722 E PIKE ST","SEATTLE","98122","(425) 459-0973",-122.32239197,47.61421749,"REY AMARGO CHOCOLATE SHOP","Routine Inspection/Field Review",5,"Unsatisfactory","false","RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0089369","DAMA1I3J6","IVROG7XLK",1
"172564","RGB LENORA LLC","RGB LENORA LLC","11/21/2022","Seating 13-50 - Risk Category I","2112 7TH AVE 3C","SEATTLE","98121","(206) 228-8055",-122.33901833,47.61627585,"RGB LENORA LLC","Routine Inspection/Field Review",10,"Unsatisfactory","false","RED","0600 - Adequate handwashing facilities",10,"PR0088694","DAX7DXW4B","IVN9VRIHG",1
"172567","RHEIN HAUS","RHEIN HAUS","10/22/2022","Seating > 250 - Risk Category III","912 12TH AVE","SEATTLE","98122","(206) 724-4164",-122.31638347,47.61088531,"RHEIN HAUS","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0082816","DABS38N3Z","",1
"172597","RHINO ROOM, THE","BIGFUN","12/08/2020","Seating > 250 - Risk Category I","1535 11TH AVE","SEATTLE","98122","(206) 915-2629",-122.31845004,47.61507886,"RHINO ROOM, THE","Routine Inspection/Field Review",0,"Incomplete","false","","",0,"PR0083838","DA3APONYQ","",1
"172820","RICKSHAW RESTAURANT","RICKSHAW RESTAURANT","04/20/2022","Seating 51-150 - Risk Category III","322 N 105TH ST ","Seattle","98133","(425) 777-0807",-122.3544803026,47.7052675871,"RICKSHAW RESTAURANT","Routine Inspection/Field Review",15,"Unsatisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0001827","DA25EFVV4","IV0YCF40K",1
"172877","RIDER","RIDER","01/06/2020","Seating 151-250 - Risk Category III","619 PINE ST","SEATTLE","98101","(206) 859-4242",-122.3342708,47.6122918,"RIDER","Return Inspection",0,"Satisfactory","false","","",0,"PR0087129","DAZJUAX0A","",4
"172895","RIDGE PIZZA","RIDGE PIZZA","10/01/2022","Seating 51-150 - Risk Category III","7217 GREENWOOD AVE N","SEATTLE","98103","(206) 423-9405",-122.35574489,47.68128652,"RIDGE PIZZA","Routine Inspection/Field Review",5,"Satisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0081740","DAJ8AKPV3","IVV8XXFJ8",1
"172924","RIDGE PIZZA - NORTHEAST","RIDGE PIZZA - NORTHEAST","02/17/2022","Seating 51-150 - Risk Category III","3338 NE 65TH ST","SEATTLE","98115","(206) 535-6167",-122.29191,47.67594,"RIDGE PIZZA - NORTHEAST","Routine Inspection/Field Review",10,"Unsatisfactory","false","BLUE","3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,"PR0087322","DAIZVK8TQ","IVFC4XDYX",2
"172987","RIDGEWOOD BOTTLE & TAP","RIDGEWOOD BOTTLE & TAP","09/12/2022","Seating 51-150 - Risk Category II","312 N 67TH ST ","Seattle","98103","(503) 432-5441",-122.3548257078,47.6779611525,"RIDGEWOOD BOTTLE & TAP","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0047058","DAH6WTCZD","",1
"173178","RIONE XIII","RIONE XIII","07/12/2022","Seating 51-150 - Risk Category III","401 15TH AVE E","SEATTLE","98112","",-122.31281909,47.62207781,"RIONE XIII","Routine Inspection/Field Review",5,"Unsatisfactory","false","RED","2300 - Proper Consumer Advisory posted for raw ...",5,"PR0082234","DAH0WBGO4","IV0IEQXVU",1
"173227","RISING SUN FARMS & PRODUCE","RISING SUN FARMS & PRODUCE","02/14/2022","Grocery Store-no seating - Risk Category I","6329 15TH AVE NE","Seattle","98115","",-122.3124157278,47.6761073251,"RISING SUN FARMS & PRODUCE","Routine Inspection/Field Review",10,"Unsatisfactory","false","RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0001831","DA7IW2WND","IVCXCQADT",NA
"173252","RISTORANTE MACHIAVELLI","RISTORANTE MACHIAVELLI","09/15/2022","Seating 51-150 - Risk Category III","1215 PINE ST ","SEATTLE","98101","(206) 999-2059",-122.3280929593,47.6150017639,"RISTORANTE MACHIAVELLI","Routine Inspection/Field Review",13,"Satisfactory","false","BLUE","4200 - Food-contact surfaces maintained, clean, sanitized",5,"PR0063728","DAAGP7QTM","IV0GPPG4R",1
"173347","RISTORANTE PICOLINOS","RISTORANTE PICOLINOS","08/09/2022","Seating 51-150 - Risk Category III","6415 32ND AVE NW ","SEATTLE","98107","",-122.398590384,47.6754032841,"RISTORANTE PICOLINOS","Routine Inspection/Field Review",15,"Satisfactory","false","BLUE","4200 - Food-contact surfaces maintained, clean, sanitized",5,"PR0077666","DAYUAIENB","IVCSAJREN",1
"173720","RITE AID #5207","RITE AID #5207","07/05/2022","Grocery Store-no seating - Risk Category I","201 BROADWAY E ","Seattle","98102","",-122.3212962137,47.6202276215,"RITE AID #5207","Routine Inspection/Field Review",5,"Unsatisfactory","false","RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0044049","DAZIR7ITD","IVX1TQCRB",NA
"173739","RITE AID #5216","RITE AID #5216","02/15/2022","Grocery Store-no seating - Risk Category I","8500 35TH AVE NE ","Seattle","98115","(206) 527-8370",-122.2902307369,47.6906601472,"RITE AID #5216","Routine Inspection/Field Review",5,"Unsatisfactory","false","RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0044053","DAA0TYOJT","IVKWABIW7",NA
"173757","RITE AID #5217","RITE AID #5217","08/21/2022","Grocery Store-no seating - Risk Category I","9000 RAINIER AVE S #C ","Seattle","98118","",-122.2692179663,47.522624756,"RITE AID #5217","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0054974","DAZQULXWU","",NA
"173778","RITE AID #5220","RITE AID #5220","02/03/2022","Grocery Store-no seating - Risk Category I","2600 SW BARTON ST H-1","SEATTLE","98126","",-122.365137,47.52148,"RITE AID #5220","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0068936","DAGZKL4KK","",NA
"173795","RITE AID #5223","RITE AID #5223","11/10/2022","Grocery Store-no seating - Risk Category I","5217 CALIFORNIA AVE SW ","Seattle","98136","",-122.3875074324,47.5556812671,"RITE AID #5223","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0040818","DAQTZX1LU","",NA
"174072","RO RO BBQ & GRILL","RO RO BBQ & GRILL","10/04/2022","Seating 13-50 - Risk Category III","3620 STONE WAY N","Seattle","98103","(206) 954-1100",-122.3424238397,47.6511928898,"RO RO BBQ & GRILL","Routine Inspection/Field Review",15,"Unsatisfactory","false","BLUE","3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,"PR0016214","DA8LMLITJ","IVEQEYL90",1
"174153","ROANOKE PARK PLACE","ROANOKE PARK PLACE","07/08/2022","Seating 13-50 - Risk Category III","2409 10TH AVE E","SEATTLE","98102","(206) 324-5882",-122.3202503548,47.6417315365,"ROANOKE PARK PLACE","Routine Inspection/Field Review",5,"Unsatisfactory","false","RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0003619","DABN26M3K","IV53RRFXF",1
"174179","ROB ROY","ROB ROY","01/06/2022","Seating 13-50 - Risk Category I","2332 2ND AVE ","SEATTLE","98121","(206) 650-8427",-122.3465475085,47.6147796931,"ROB ROY","Routine Inspection/Field Review",0,"Incomplete","false","","",0,"PR0069415","DA8FQACYF","",1
"174185","ROBA'S AFRICAN STORE","ROBA'S AFRICAN STORE","11/29/2021","Grocery Store-no seating - Risk Category I","10854 MEYERS WAY S","SEATTLE","98146","(206) 853-8653",-122.33327,47.50534,"ROBA'S AFRICAN STORE","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0088960","DA6C1D2GG","",NA
"174187","ROBERT EAGLE STAFF MIDDLE SCHOOL","ROBERT EAGLE STAFF MIDDLE SCHOOL","11/02/2022","School Lunch Program - Risk II","1330 N 90TH ST","SEATTLE","98103","(206) 252-0697",-122.34048512,47.69510382,"ROBERT EAGLE STAFF MIDDLE SCHOOL","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0086556","DAOTV92LR","",NA
"174220","ROBERT RAMSAY CELLARS","ROBERT RAMSAY CELLARS","02/12/2020","Seating 0-12 - Risk Category II","1629 QUEEN ANNE AVE N","SEATTLE","98109","(425) 686-9463",-122.35723415,47.63447557,"ROBERT RAMSAY CELLARS","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0083942","DAOW8ML0V","",1
"174300","ROCCO'S","ROCCO'S","05/27/2021","Seating 51-150 - Risk Category III","2312 2ND AVE","SEATTLE","98121","(206) 499-5117",-122.34587341,47.61467743,"ROCCO'S","Routine Inspection/Field Review",5,"Satisfactory","false","BLUE","4200 - Food-contact surfaces maintained, clean, sanitized",5,"PR0087583","DAQQSUK45","IVIZBTOPJ",1
"174303","ROCK BOX - KARAOKE BAR","ROCK BOX - KARAOKE BAR","03/22/2021","Seating 51-150 - Risk Category I","1603 E NAGLE PL","SEATTLE","98122","(206) 328-3333",-122.320171,47.615381,"ROCK BOX - KARAOKE BAR","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0081050","DAMP50Y13","",1
"174360","ROCK N ROBINS ESPRESSO","ROCK N ROBINS ESPRESSO, LLC  @ 1520 SW 100TH ST, SEATTLE","05/09/2022","Limited Food Services - no permanent plumbing","1520 SW 100TH ST ","SEATTLE","98146","(206) 786-4758",-122.354905,47.513838,"ROCK N ROBINS ESPRESSO","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0064060","DA9D0RSSP","",NA
"174566","ROCKCREEK","ROCKCREEK","","Seating 51-150 - Risk Category III","4300 FREMONT AVE N","SEATTLE","98103","(206) 557-7532",-122.34976493,47.65949561,"","",NA,"","","","",0,"PR0083315","","",1
"174567","ROCKET TACO SEATTLE, LLC","ROCKET TACO SEATTLE, LLC","07/07/2022","Seating 51-150 - Risk Category III","602 19TH AVE E","SEATTLE","98112","(206) 915-9580",-122.307111,47.624576,"ROCKET TACO SEATTLE, LLC","Routine Inspection/Field Review",25,"Unsatisfactory","false","RED","1900 - No room temperature storage; proper use of time...",25,"PR0049268","DATYHFHUX","IVJNPITH7",3
"174578","ROCKY MT CHOCOLATE FACTORY","ROCKY MT CHOCOLATE FACTORY","11/18/2022","Seating 0-12 - Risk Category II","1419 1ST AVE ","SEATTLE","98101","(206) 262-9581",-122.3398072012,47.6083086927,"ROCKY MT CHOCOLATE FACTORY","Routine Inspection/Field Review",0,"Satisfactory","false","","",0,"PR0057077","DALSA126U","",1
"174612","ROCKY'S SHELL","ROCKY'S SHELL","03/02/2022","Grocery Store-no seating - Risk Category I","7132 DELRIDGE WAY SW","Seattle","98106","(206) 380-4792",-122.3606335895,47.5382655283,"ROCKY'S SHELL","Consultation/Education - Field",0,"Unsatisfactory","false","","",0,"PR0020595","DA041BRKV","",NA
"174613","ROCOCO COFFEE","ROCOCO COFFEE","05/31/2022","Seating 0-12 - Risk Category II","207 BOREN AVE N","SEATTLE","98109","(704) 328-5090",-122.33616598,47.61992498,"ROCOCO COFFEE","Routine Inspection/Field Review",5,"Satisfactory","false","BLUE","4200 - Food-contact surfaces maintained, clean, sanitized",5,"PR0082505","DAUNDCMAH","IVP7T00UR",1
"174617","ROGERS ELEMENTARY SCHOOL","ROGERS ELEMENTARY SCHOOL","10/05/2022","School Lunch Program - Risk II","4030 NE 109TH ST ","Seattle","98125","",-122.2846106524,47.7070749179,"ROGERS ELEMENTARY SCHOOL","Routine Inspection/Field Review",5,"Satisfactory","false","BLUE","3400 - Wiping cloths properly used, stored, sanitizer concentration",5,"PR0001835","DAD0UVER9","IVOTAUTIH",NA
"174652","ROJI MONSTER ICE CREAM SEATTLE","ROJI MONSTER ICE CREAM SEATTLE","05/18/2022","Seating 13-50 - Risk Category III","5000 UNIVERSITY WAY NE","SEATTLE","98105","(206) 858-1063",-122.31275738,47.66536998,"ROJI MONSTER ICE CREAM SEATTLE","Consultation/Education - Field",0,"Complete","false","","",0,"PR0089650","DAJZXA84O","",1
"174695","ROM MAI THAI RESTAURANT","ROM MAI THAI RESTAURANT","10/06/2022","Seating 51-150 - Risk Category III","613 BROADWAY AVE E ","Seattle","98102","",-122.3211840159,47.6243845969,"ROM MAI THAI RESTAURANT","Routine Inspection/Field Review",35,"Unsatisfactory","false","BLUE","4000 - Food and non-food surfaces properly used and...",5,"PR0020087","DA9HZD3LQ","IVLBNK8HH",2
"174759","ROMAN CASINO","ROMAN CASINO","03/14/2022","Seating 51-150 - Risk Category III","11829 RENTON AVE S ","Seattle","98178","",-122.2452762592,47.4960569832,"ROMAN CASINO","Routine Inspection/Field Review",38,"Unsatisfactory","false","BLUE","3600 - Proper eating, tasting, drinking, or tobacco use",3,"PR0043133","DA81OWVVV","IV1OUZKYS",2
"174875","ROMIO'S PIZZA & PASTA","ROMIO'S PIZZA & PASTA","09/28/2022","Seating 13-50 - Risk Category III","1011 PIKE ST STE C","SEATTLE","98101","(206) 427-8152",-122.32949541,47.61298268,"ROMIO'S PIZZA & PASTA","Routine Inspection/Field Review",38,"Unsatisfactory","false","BLUE","4300 - Non-food contact surfaces maintained and clean",3,"PR0087743","DAKW1IGED","IV4CYFLVI",2
